"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.628672250E0,4.309352112E1,2.147234344E1,-2.018341064E0
7.728785250E0,4.448731995E1,1.743501282E1,-5.254516602E-1
7.828898250E0,4.454707336E1,1.664009857E1,-5.715454102E0
7.929012250E0,4.311610413E1,2.060659027E1,-7.784881592E0
8.029125250E0,3.883209229E1,2.805843353E1,-1.277096558E1
8.129238250E0,3.859408569E1,3.125901794E1,-4.479339600E0
8.229350667E0,4.198236084E1,2.486881256E1,1.428955078E0
8.329464667E0,4.329264832E1,2.188083649E1,5.254516602E-1
8.429577667E0,4.168568420E1,2.595706177E1,4.327392578E-1
8.529690667E0,3.856820679E1,3.183988190E1,-3.207000732E0
8.629804667E0,3.940832520E1,2.997524261E1,-3.676208496E0
8.729917667E0,4.306808472E1,2.159757233E1,1.214324951E0
8.830030667E0,4.323608398E1,2.090366364E1,-3.817352295E0
8.930144667E0,4.130464172E1,2.655685425E1,-1.779479980E-1
9.030257667E0,3.870256042E1,3.134512329E1,-8.894653320E-1
9.130370667E0,4.076448059E1,2.725281525E1,1.873107910E0
9.230485000E0,4.307749939E1,2.118147278E1,3.822692871E0
9.330598000E0,4.280867004E1,2.227565002E1,3.091033936E0
9.430711000E0,4.055279541E1,2.802776337E1,-1.537475586E-1
9.530824000E0,3.994204712E1,2.932141113E1,2.114013672E0
9.630938000E0,3.988864136E1,2.857216644E1,3.308441162E0
9.731051000E0,3.953752136E1,2.840399933E1,-1.629791260E0
9.831164000E0,3.927352905E1,2.601824951E1,-1.037091064E1
9.931278000E0,3.942198181E1,2.040941620E1,-1.807067871E1
1.003139100E1,3.747471619E1,1.571884918E1,-2.447494507E1
1.013150400E1,3.658415222E1,1.512894440E1,-2.607147217E1
1.023161825E1,3.468420410E1,2.189987946E1,-2.544708252E1
1.033173125E1,3.459396362E1,2.846810913E1,-1.997949219E1
1.043184425E1,3.670011902E1,2.424412537E1,-1.957916260E1
1.053195825E1,3.793458557E1,1.712023163E1,-2.285934448E1
1.063207125E1,3.672305298E1,2.025717163E1,-2.273541260E1
1.073218425E1,3.527891541E1,2.695043182E1,-1.932324219E1
1.083229825E1,3.549819946E1,2.542803955E1,-1.988482666E1
1.093241125E1,3.692395020E1,1.859786224E1,-2.303073120E1
1.103252425E1,3.574311829E1,1.919497681E1,-2.434567261E1
1.113263825E1,3.422113037E1,2.711201477E1,-1.989883423E1
