"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.313437885E2,3.520967102E1,3.222413635E1,1.779388428E0
2.314338945E2,3.666062927E1,3.026298523E1,1.548614502E0
2.315240005E2,3.701782227E1,2.926526642E1,2.417938232E0
2.316141065E2,3.743267822E1,2.899716949E1,2.431182861E0
2.317042125E2,3.725308228E1,2.845649719E1,4.215179443E0
2.317943175E2,3.733380127E1,2.859161377E1,3.066711426E0
2.318844235E2,3.776153564E1,2.859350586E1,3.802490234E-1
2.319745295E2,3.822627258E1,2.754386139E1,-9.976806641E0
2.320646360E2,3.420622253E1,2.735597992E1,-2.411627197E1
2.321547420E2,3.233178711E1,2.789315033E1,-2.672302246E1
2.322448470E2,3.625306702E1,2.743921661E1,-1.895440674E1
2.323349530E2,3.868614197E1,2.688689423E1,-1.105227661E1
2.324250590E2,3.840943909E1,2.793771362E1,1.571655273E0
2.325151650E2,3.525363159E1,2.928552246E1,1.141043091E1
2.326052710E2,3.479341125E1,2.965937805E1,1.211590576E1
2.326953770E2,3.618562317E1,2.922471619E1,8.679107666E0
2.327854820E2,3.778738403E1,2.964090729E1,1.348999023E0
2.328755880E2,3.732344055E1,3.058766937E1,-2.682495117E-1
2.329656940E2,3.651710510E1,3.123318481E1,1.565795898E0
2.330557991E2,3.734841919E1,3.014198303E1,4.183044434E-1
2.331459051E2,3.761817932E1,2.971699524E1,3.725891113E-1
2.332360101E2,3.612939453E1,3.066620636E1,5.338348389E0
2.333261161E2,3.311567688E1,3.228526306E1,1.052536011E1
2.334162221E2,3.341889954E1,3.268738556E1,9.160308838E0
2.335063281E2,3.539065552E1,3.212939453E1,3.992401123E0
2.335964341E2,3.484617615E1,3.348093414E1,1.660217285E0
2.336865401E2,3.325294495E1,3.501800537E1,3.247314453E0
2.337766451E2,3.121542358E1,3.675564575E1,4.612213135E0
2.338667511E2,2.925683594E1,3.831896973E1,5.548675537E0
2.339568571E2,2.839154053E1,3.907371521E1,4.886810303E0
2.340469631E2,2.767807007E1,3.991921997E1,4.342193604E0
2.341370691E2,2.673495483E1,4.055424500E1,4.027008057E0
2.342271741E2,2.576075745E1,4.109751129E1,4.919616699E0
2.343172801E2,2.471969604E1,4.158313751E1,6.628387451E0
2.344073861E2,2.406773376E1,4.247664642E1,5.638671875E0
2.344974921E2,2.351509094E1,4.340065002E1,3.360504150E0
2.345875981E2,2.168847656E1,4.432167053E1,3.786804199E0
2.346777041E2,2.031579590E1,4.502313995E1,4.787689209E0
2.347678091E2,2.071005249E1,4.473825073E1,4.459808350E0
2.348579151E2,2.245043945E1,4.396201324E1,2.669219971E0
2.349480211E2,2.443867493E1,4.276905060E1,1.206359863E-1
2.350381273E2,2.656353760E1,4.107095337E1,-3.838287354E0
