"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.320257275E1,-1.845997721E-1,-2.653666258E0,8.790061474E-1
2.330268475E1,-4.839071631E-1,-2.366413116E0,1.351349473E0
2.340279775E1,-2.794116139E-1,-5.250008702E-1,3.748907149E-1
2.350291075E1,-1.635721773E-1,-2.695127726E-1,6.614685804E-2
2.360302275E1,-1.370657235E-1,-2.750102878E-1,5.470973253E-2
2.370313575E1,-9.297104552E-4,7.744073123E-2,1.375927962E-2
2.380324775E1,3.949803114E-2,1.457543522E-1,6.278199703E-2
2.390336075E1,7.707651705E-2,1.262335181E-1,-1.858245954E-2
2.400347375E1,8.296335489E-2,1.476486623E-1,-2.797112428E-2
2.410358575E1,-2.155500464E-2,-5.295733362E-2,2.707761712E-2
2.420370029E1,2.872107737E-2,-3.145604953E-2,2.613330027E-3
2.430381329E1,1.679246128E-2,-2.968349494E-2,4.384641070E-3
2.440392529E1,1.649060845E-2,9.741156548E-2,1.441064570E-2
2.450403829E1,5.538289901E-3,1.083842143E-1,1.255996991E-2
2.460415029E1,-4.603046924E-3,8.987093717E-2,9.100168943E-3
2.470426329E1,-5.167479627E-3,6.942991167E-2,-1.575826481E-2
2.480437629E1,2.478617802E-2,8.087223023E-2,-4.002717789E-3
2.490448829E1,1.350716688E-2,9.964781255E-2,-2.869631862E-3
2.500460129E1,3.226446919E-3,6.091962755E-2,-5.670611747E-3
2.510471429E1,-2.227090299E-4,1.791118272E-2,1.451837132E-3
2.520482500E1,2.788941376E-3,4.855195433E-2,8.403886110E-3
2.530493800E1,-1.635287516E-2,1.148762554E-1,1.890024543E-2
2.540505100E1,7.233696058E-3,1.152070761E-1,7.316382136E-3
2.550516300E1,4.300580826E-3,-1.489325240E-2,4.854423925E-3
2.560527600E1,3.736651503E-3,-7.035342045E-3,9.647360072E-3
2.570538900E1,2.042999957E-3,-4.999137297E-2,4.244471900E-3
2.580550100E1,1.189479232E-2,-6.606450304E-3,-3.357698442E-3
2.590561400E1,7.502509281E-3,1.907140017E-2,-2.798791043E-3
2.600572700E1,2.029131167E-2,6.735754013E-2,-1.290877257E-2
2.610583900E1,6.420761347E-3,9.065511823E-2,4.883096553E-3
2.620595213E1,-5.952394567E-3,6.947745383E-2,6.892495323E-3
2.630606512E1,2.758453134E-3,2.814203501E-2,9.070426458E-4
2.640617712E1,7.459450047E-3,4.699487612E-2,-4.039826337E-3
2.650629013E1,8.804768324E-3,5.320569873E-2,-4.640325904E-3
2.660640312E1,9.819321334E-3,4.941076040E-2,-3.626949852E-3
2.670651512E1,4.432150163E-3,5.084903538E-2,-1.579595963E-3
2.680662812E1,-4.043330904E-3,2.346292604E-3,8.179823868E-3
2.690674112E1,-7.767421193E-3,-2.932887152E-2,6.742334925E-3
2.700685312E1,-7.721018977E-3,-4.227921739E-2,-2.270216355E-4
2.710696612E1,-1.115374267E-2,-1.536969189E-2,5.078129470E-3
2.720707867E1,-5.457542837E-3,-9.233762510E-3,-2.154086716E-3
2.730719167E1,3.975942731E-3,6.812894717E-4,-2.465234138E-3
2.740730367E1,1.098404173E-4,-5.611468107E-3,-3.284245264E-3
2.750741667E1,-6.663652137E-3,-3.164581256E-3,4.437412601E-3
2.760752967E1,-1.056179404E-2,6.856953725E-3,1.269206125E-2
2.770764167E1,-7.119758986E-3,-3.225417575E-3,1.035828795E-2
2.780775467E1,-4.397284240E-3,-3.840278834E-2,5.470234901E-3
2.790786767E1,-3.547074739E-3,-2.436154895E-2,-6.983460393E-3
2.800798067E1,-6.320974790E-4,-2.257133275E-2,-3.846123815E-3
2.810809267E1,-1.525150239E-2,-1.678955927E-2,-1.350653823E-3
2.820820604E1,-1.679646410E-2,6.427540444E-3,-1.249665115E-2
2.830831904E1,-1.311250776E-2,5.311858375E-3,-1.269625127E-2
2.840843104E1,-9.939891286E-3,5.146212503E-2,-1.117172837E-2
2.850854404E1,-6.208841223E-4,6.576073915E-2,-1.592249423E-2
2.860865704E1,-2.961203642E-2,2.197842114E-2,-1.581721194E-2
2.870877004E1,-1.548832189E-2,-9.636380710E-3,-9.696071036E-3
2.880888204E1,-2.894929377E-3,-2.951563708E-2,-4.605659284E-3
2.890899504E1,8.079828694E-3,2.042370662E-2,6.387026515E-3
2.900910804E1,-1.437042654E-2,5.573408678E-2,-3.349843435E-3
2.910922004E1,-1.915283874E-2,5.789496377E-2,1.242419705E-3
2.920933288E1,-4.781875759E-5,3.301209211E-2,2.566032112E-2
2.930944587E1,5.659721792E-3,-4.347047210E-2,3.963086382E-2
2.940955888E1,1.370424032E-2,-8.498887718E-2,2.529675886E-2
2.950967088E1,8.680032939E-2,-1.126723550E-2,-5.177880451E-2
2.960978387E1,9.956342727E-2,5.754877999E-2,-1.487309337E-1
2.970989687E1,-6.859532557E-3,-7.697730511E-2,-8.585595340E-2
2.981000887E1,2.032177337E-2,2.676635049E-2,-6.858743727E-2
2.991012188E1,1.784923719E-3,2.799536474E-2,-6.893551350E-2
3.001023487E1,3.149288148E-2,-2.295091935E-2,-4.669887200E-2
3.011034788E1,8.940588683E-2,2.788201720E-2,-7.388242334E-2
3.021045967E1,8.625813574E-2,1.740871230E-3,-6.479354948E-2
3.031057267E1,9.777551144E-2,8.694034070E-3,-9.024097025E-2
3.041068567E1,9.400768578E-2,-2.464700863E-2,-1.212833673E-1
3.051079867E1,5.428385362E-2,-3.136852384E-2,-9.011571854E-2
3.061091067E1,-7.478651404E-2,-1.720191091E-1,3.436863422E-3
3.071102367E1,9.157030843E-3,-2.666750364E-2,-1.067566779E-2
3.081113667E1,-2.683233097E-2,-5.165842548E-2,4.179277271E-2
3.091124867E1,-5.756283179E-2,-5.825752020E-2,3.803283721E-2
3.101136167E1,-8.121992648E-2,1.770192385E-2,3.763332218E-2
3.111147467E1,-3.318262845E-2,-3.547010943E-2,6.286175549E-2
3.121158750E1,-9.600915946E-3,1.094732806E-2,6.888680160E-2
