"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.498570196E1,-1.402582377E-1,2.669686675E-1,-5.879745260E-2
3.508581696E1,1.246472001E-1,-6.828738004E-2,-4.883610010E-1
3.518593196E1,2.250122875E-1,-5.988450050E-1,1.332522184E-1
3.528604696E1,-1.086301357E-1,1.174539208E0,2.188964933E-1
3.538616183E1,-1.822405756E-1,5.844852924E-1,1.421286911E-1
3.548627683E1,-5.353536010E-1,3.815005720E-1,-3.156559765E-1
3.558639183E1,-1.734414846E-1,1.764952064E0,-3.287291527E-2
3.568650683E1,-4.504169896E-2,6.112700701E-1,6.999241561E-2
3.578662183E1,4.101531208E-1,3.864730299E-1,1.895999312E-1
3.588673683E1,8.765189350E-2,-9.199237823E-1,-3.454843462E-1
3.598685183E1,9.159819484E-1,-9.464612603E-2,7.182344794E-2
3.608696683E1,-1.459740400E-1,3.202114627E-2,-3.476120830E-1
3.618708183E1,1.431934536E-1,3.784203902E-2,-5.077153444E-1
3.628719683E1,2.492919266E-1,-2.057564259E-1,3.175241649E-1
3.638731171E1,7.898490131E-2,5.903813615E-2,1.865387708E-1
3.648742671E1,-3.612544015E-2,-1.853548288E-1,-2.095800787E-1
3.658754171E1,2.348124534E-1,-6.829484701E-1,-3.285442293E-1
3.668765771E1,-1.393349022E-1,-8.661354780E-1,-1.245677397E-1
3.678777271E1,-9.334652126E-2,-1.059324980E0,-1.091606095E-1
3.688788771E1,-1.660470814E-1,-1.872267723E0,-5.087444186E-1
3.698800271E1,9.614378214E-2,-2.495142937E0,-8.431113362E-1
3.708811771E1,-7.360583544E-2,-1.431889415E0,-9.538241029E-1
3.718823271E1,1.228768602E-1,-1.356667876E0,-6.475792527E-1
3.728834771E1,9.689812362E-2,-7.826997042E-1,-2.167533040E-1
3.738846208E1,2.513018250E-1,7.766731977E-1,5.822201073E-2
3.748857708E1,1.975412518E-1,-9.803409874E-2,5.181176588E-2
3.758869208E1,-8.206949383E-2,6.253929138E-1,3.129346073E-1
3.768880708E1,-4.338186085E-1,1.777879745E-1,4.188489318E-1
3.778892208E1,-5.723182559E-1,-2.277806103E-1,4.591854215E-1
3.788903708E1,-7.434503436E-1,-4.653759599E-1,8.090351820E-1
3.798915208E1,-8.679355979E-1,-8.895236254E-1,7.353405952E-1
3.808926708E1,-6.733495593E-1,-1.891486526E0,4.967948794E-1
3.818938208E1,-6.175628304E-1,-2.395260811E0,4.052931368E-1
3.828949708E1,-7.335910797E-1,-1.781491876E0,5.075423717E-1
3.838961238E1,-7.895088196E-1,-2.130355358E0,3.028219342E-1
3.848972838E1,-5.504168272E-1,-1.491398454E0,3.849989772E-1
