"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.361548750E1,-4.617447968E0,-5.066514130E0,1.512784149E1
1.371560550E1,3.439996490E0,-4.380490723E0,7.502398682E0
1.381572350E1,1.194066925E0,-3.659889221E0,8.156837769E0
1.391584150E1,-4.028123474E-1,-3.767814789E0,8.337362366E0
1.401595950E1,-1.467697906E0,-5.806874542E0,6.464606781E0
1.411607850E1,-4.510719910E0,-2.324516144E0,1.156959091E1
1.421619650E1,5.861211548E0,-3.114273834E0,7.857160950E0
1.431631450E1,-5.043761444E0,-5.821693726E0,8.205037537E0
1.441643250E1,-1.409019928E0,-1.366059265E0,1.032118698E1
1.451655050E1,3.246448975E0,-2.161205750E0,6.591093750E0
1.461666862E1,-4.351451111E-1,-3.809577942E0,6.067781982E0
1.471678663E1,-7.033423920E0,-5.522765350E0,5.060526581E0
1.481690463E1,-6.894213409E0,-5.936504974E0,4.996010742E0
1.491702262E1,-6.481521606E0,-7.378157043E0,2.071093140E0
1.501714063E1,-6.706952820E0,-7.430099030E0,5.879772949E-1
1.511725863E1,-6.155499573E0,-8.455616455E0,9.113049316E-1
1.521737662E1,-4.777315521E0,-1.040546173E1,2.430046692E0
1.531749463E1,-5.376818848E0,-8.775351563E0,1.606459351E0
1.541761363E1,-7.190597076E0,-2.186503143E0,-3.308420105E0
1.551773163E1,-8.458310852E0,-1.469479202E1,3.201841736E0
1.561784954E1,-5.323829041E0,-6.678212585E0,1.083596649E0
1.571796754E1,-7.290888519E0,-7.696544952E0,-8.261320496E-1
1.581808554E1,-4.259691925E0,-8.041727142E0,1.854343872E0
1.591820354E1,-2.345771942E0,-9.365274811E0,1.820065155E0
1.601832154E1,-4.311035156E0,-9.924960938E0,2.807861023E0
1.611843954E1,-4.667743378E0,-9.604926453E0,3.134631500E0
1.621855754E1,-4.204606476E0,-8.172405396E0,3.280428314E0
1.631867554E1,-4.883444824E0,-6.426136780E0,2.508184204E0
1.641879354E1,-5.941594391E0,-6.242019653E0,2.421215057E0
1.651891154E1,-4.945266266E0,-5.717809753E0,2.651585999E0
1.661902992E1,-5.148393860E0,-7.482490082E0,3.583248596E0
1.671914792E1,-5.827531586E0,-7.507488098E0,2.647095337E0
1.681926692E1,-5.533692627E0,-8.651259613E0,3.291654968E0
1.691938492E1,-3.776347046E0,-9.067394257E0,3.232527924E0
1.701950292E1,-3.028502197E0,-9.333540802E0,3.490890656E0
1.711962092E1,-3.826642456E0,-1.056263489E1,4.506977692E0
1.721973892E1,-3.839665375E0,-7.911048889E0,4.056564331E0
1.731985692E1,-6.767876129E0,-5.985602875E0,2.249522095E0
1.741997492E1,-4.178710327E0,-7.904612274E0,3.654650116E0
1.752009292E1,-4.460723877E0,-7.983348541E0,5.034929810E0
1.762021113E1,-3.825444946E0,-8.412057037E0,3.657194824E0
1.772032913E1,-4.313729553E0,-9.269174652E0,3.945046234E0
1.782044712E1,-3.403921509E0,-7.418722687E0,4.615951080E0
1.792056613E1,-5.360652466E0,-6.759493561E0,4.122876434E0
1.802068413E1,-5.785768433E0,-6.921157379E0,3.767216034E0
1.812080212E1,-3.748205566E0,-8.477471008E0,5.000651093E0
1.822092013E1,-4.763993225E0,-8.568032684E0,5.908213806E0
1.832103813E1,-5.766458588E0,-8.726702728E0,6.782096558E0
1.842115613E1,-8.274044037E0,-1.065364563E1,6.123765564E0
1.852127412E1,-6.190077667E0,-3.360960846E0,5.493426361E0
1.862139142E1,-3.979025574E0,2.494263153E0,5.012775879E0
1.872151042E1,-3.650608521E0,3.971241760E-1,7.882458344E0
1.882162842E1,-1.847607880E0,-3.317102051E-1,9.245673523E0
